antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Grade=GradeMed'}),frozenset({'StudyHours=HighStudy'}),0.9665506281216891,0.4635992129559558,0.45527470864234904,0.4710303789539618,1.0160292895033711,1.0,0.007182598163049225,1.0140483776162088,0.47165025994031007,0.4670082285359416,0.013853756701135958,0.7265370634567394
frozenset({'Tutoring=ActiveTutor'}),frozenset({'Grade=GradeMed'}),0.1916149538368397,0.9665506281216891,0.1867716058725594,0.9747235387045813,1.0084557501129296,1.0,0.0015660518840535098,1.3233407225810028,0.010372346639873702,0.19227173574322218,0.24433674308221037,0.5839793703544829
frozenset({'Grade=GradeMed'}),frozenset({'Tutoring=ActiveTutor'}),0.9665506281216891,0.1916149538368397,0.1867716058725594,0.19323520200438457,1.0084557501129296,1.0,0.0015660518840535098,1.0020083265526236,0.2506728660794817,0.19227173574322218,0.002004302498215479,0.5839793703544829
frozenset({'Grade=GradeMed'}),frozenset({'Tutoring=FewTutor'}),0.9665506281216891,0.579385500227032,0.5621310731042833,0.5815847165674913,1.0037957738666183,1.0,0.002125653935246552,1.0052560588063655,0.11304907199613964,0.5713846153846153,0.005228579475140399,0.7759020761520843
frozenset({'Tutoring=FewTutor'}),frozenset({'Grade=GradeMed'}),0.579385500227032,0.9665506281216891,0.5621310731042833,0.9702194357366771,1.0037957738666186,1.0,0.002125653935246552,1.1231946600928502,0.008990228467487173,0.5713846153846153,0.10968240684265036,0.7759020761520843
frozenset({'PassFail=Pass'}),frozenset({'PrevScore=HighPrev'}),0.9897078855759044,0.4896322082639625,0.48705917965793855,0.4921241780088698,1.0050894726753024,1.0,0.002466322107151364,1.0049066496810795,0.4919981354878712,0.4908480780964002,0.0048826939811989324,0.743434577412472
frozenset({'PrevScore=HighPrev'}),frozenset({'PassFail=Pass'}),0.4896322082639625,0.9897078855759044,0.48705917965793855,0.9947449768160741,1.0050894726753021,1.0,0.002466322107151364,1.958528460359363,0.00992167058516462,0.4908480780964002,0.48941267387943277,0.743434577412472
frozenset({'Sleep=GoodSleep'}),frozenset({'PassFail=Pass'}),0.3762675949750265,0.9897078855759044,0.37293779324958376,0.9911504424778761,1.0014575582583465,1.0,0.0005427874161195168,1.1630087985028081,0.002333431552674355,0.37555250723975003,0.14016137428422185,0.6839832346966532
frozenset({'PassFail=Pass'}),frozenset({'Sleep=GoodSleep'}),0.9897078855759044,0.3762675949750265,0.37293779324958376,0.3768160269154305,1.0014575582583465,1.0,0.0005427874161195168,1.0008800466045515,0.14141281512604498,0.37555250723975003,0.0008792744067578696,0.6839832346966532
frozenset({'PassFail=Pass'}),frozenset({'StudyHours=HighStudy'}),0.9897078855759044,0.4635992129559558,0.463447858332072,0.46826731916195136,1.010069271205685,1.0,0.004620061522779606,1.0087790451206782,0.9685951127675106,0.4681957186544342,0.008702646078728178,0.7339704209260621
frozenset({'StudyHours=HighStudy'}),frozenset({'PassFail=Pass'}),0.4635992129559558,0.9897078855759044,0.463447858332072,0.999673522690173,1.0100692712056847,1.0,0.004620061522779606,31.524649920994655,0.018584782073417166,0.4681957186544342,0.9682788884407751,0.7339704209260621
frozenset({'Tutoring=ActiveTutor'}),frozenset({'PassFail=Pass'}),0.1916149538368397,0.9897078855759044,0.1905554714696534,0.9944707740916272,1.0048124184773484,1.0,0.00091264066307023,1.861402072052872,0.005924614819731098,0.19233119462267032,0.46277065328501177,0.5935039296364237
frozenset({'PassFail=Pass'}),frozenset({'Tutoring=ActiveTutor'}),0.9897078855759044,0.1916149538368397,0.1905554714696534,0.19253708518122037,1.0048124184773484,1.0,0.00091264066307023,1.0011420095292496,0.46534364341446954,0.19233119462267032,0.0011407080682125053,0.5935039296364237
frozenset({'PassFail=Pass'}),frozenset({'Tutoring=FewTutor'}),0.9897078855759044,0.579385500227032,0.5751475707582867,0.5811286129377581,1.0030085542528129,1.0,0.0017251723952532716,1.0041614485028207,0.29143962848297833,0.5786508299071114,0.00414420499451874,0.7869070441909272
frozenset({'Tutoring=FewTutor'}),frozenset({'PassFail=Pass'}),0.579385500227032,0.9897078855759044,0.5751475707582867,0.9926854754440962,1.0030085542528129,1.0,0.0017251723952532716,1.4070788796121656,0.007131304331357482,0.5786508299071114,0.2893078861638775,0.7869070441909272
frozenset({'PrevScore=HighPrev'}),frozenset({'Sleep=NormalSleep'}),0.4896322082639625,0.47177236264567884,0.2329347661571061,0.4757341576506955,1.008397683541272,1.0,0.0019398224369954475,1.0075568417345415,0.01631715376486547,0.31975898607936837,0.00750016607396704,0.48473907112563647
frozenset({'Sleep=NormalSleep'}),frozenset({'PrevScore=HighPrev'}),0.47177236264567884,0.4896322082639625,0.2329347661571061,0.49374398460057745,1.008397683541272,1.0,0.0019398224369954475,1.0081219288332781,0.015765456302328475,0.31975898607936837,0.008056496517204954,0.48473907112563647
frozenset({'PrevScore=HighPrev'}),frozenset({'StudyHours=HighStudy'}),0.4896322082639625,0.4635992129559558,0.2296049644316634,0.4689335394126739,1.0115063319946251,1.0,0.0026118580426037485,1.0100445534458609,0.022288715240715927,0.31729763647772435,0.0099446656037067,0.48209980921009143
frozenset({'StudyHours=HighStudy'}),frozenset({'PrevScore=HighPrev'}),0.4635992129559558,0.4896322082639625,0.2296049644316634,0.495266079007509,1.0115063319946251,1.0,0.0026118580426037485,1.0111620588552999,0.02120698301120037,0.31729763647772435,0.011038844603384345,0.48209980921009143
frozenset({'PrevScore=MedPrev'}),frozenset({'Sleep=GoodSleep'}),0.5009838050552444,0.3762675949750265,0.1923717269562585,0.383987915407855,1.0205181645614232,1.0,0.0038677555066841673,1.0125327402065616,0.04029054379598356,0.2808839779005525,0.012377616379446224,0.4476254943089154
frozenset({'Sleep=GoodSleep'}),frozenset({'PrevScore=MedPrev'}),0.3762675949750265,0.5009838050552444,0.1923717269562585,0.5112630732099759,1.0205181645614232,1.0,0.0038677555066841673,1.021032311188787,0.032234390413821354,0.2808839779005525,0.02059906724243577,0.4476254943089154
frozenset({'StudyHours=MedStudy'}),frozenset({'PrevScore=MedPrev'}),0.48115634932647194,0.5009838050552444,0.24428636294838807,0.5077068260459263,1.013419637367201,1.0,0.003234824236321765,1.0136565370651525,0.02552201492483357,0.33107692307692305,0.013472550708351613,0.4976600595486429
frozenset({'PrevScore=MedPrev'}),frozenset({'StudyHours=MedStudy'}),0.5009838050552444,0.48115634932647194,0.24428636294838807,0.48761329305135953,1.013419637367201,1.0,0.003234824236321765,1.012601698335888,0.026536083458395355,0.33107692307692305,0.012444873742804051,0.4976600595486429
frozenset({'PrevScore=MedPrev'}),frozenset({'Tutoring=FewTutor'}),0.5009838050552444,0.579385500227032,0.2925684879673074,0.583987915407855,1.0079436147073402,1.0,0.002305735469732728,1.0110631742207008,0.015793096641650423,0.3713736791546589,0.010942122022201472,0.5444756713925377
frozenset({'Tutoring=FewTutor'}),frozenset({'PrevScore=MedPrev'}),0.579385500227032,0.5009838050552444,0.2925684879673074,0.5049634273772204,1.00794361470734,1.0,0.002305735469732728,1.0080390450605545,0.01873689803077418,0.3713736791546589,0.0079749362090675,0.5444756713925377
frozenset({'Sleep=GoodSleep'}),frozenset({'Tutoring=FewTutor'}),0.3762675949750265,0.579385500227032,0.22067504162252158,0.586484312148029,1.0122523120067992,1.0,0.002671052888693598,1.017166968781052,0.019405773699499595,0.30024711696869855,0.016877240144666225,0.48368102754736875
frozenset({'Tutoring=FewTutor'}),frozenset({'Sleep=GoodSleep'}),0.579385500227032,0.3762675949750265,0.22067504162252158,0.38087774294670845,1.0122523120067992,1.0,0.002671052888693598,1.0074462626916012,0.02877696776381354,0.30024711696869855,0.007391227286799988,0.48368102754736875
frozenset({'StudyHours=HighStudy'}),frozenset({'Tutoring=FewTutor'}),0.4635992129559558,0.579385500227032,0.27137884062358103,0.5853738165197518,1.0103356336849532,1.0,0.0027761787202362775,1.0144426848010732,0.01907137614424785,0.3517065515888584,0.014237065759625895,0.5268823105587265
frozenset({'Tutoring=FewTutor'}),frozenset({'StudyHours=HighStudy'}),0.579385500227032,0.4635992129559558,0.27137884062358103,0.4683908045977011,1.0103356336849532,1.0,0.0027761787202362775,1.0090133704875173,0.024321323157687796,0.3517065515888584,0.00893285721698963,0.5268823105587265
"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",frozenset({'Grade=GradeMed'}),0.49644316633873165,0.9665506281216891,0.48176176782200697,0.9704268292682927,1.0040103446563748,1.0,0.0019243135705857006,1.1310715056798477,0.007932224855878403,0.49097639981490054,0.11588262884891358,0.7344304519031724
"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",frozenset({'PassFail=Pass'}),0.48176176782200697,0.9897078855759044,0.48176176782200697,1.0,1.0103991435999389,1.0,0.004958347239578664,10292114.42409561,0.019859813084112006,0.48677167762654844,1.0,0.7433858388132741
frozenset({'PassFail=Pass'}),"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",0.9897078855759044,0.48176176782200697,0.48176176782200697,0.4867716776265484,1.0103991435999389,1.0,0.004958347239578664,1.0097615594782674,0.999999999999997,0.48677167762654844,0.009667194532302895,0.7433858388132741
frozenset({'Grade=GradeMed'}),"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",0.9665506281216891,0.49644316633873165,0.48176176782200697,0.498434074538052,1.0040103446563748,1.0,0.0019243135705857006,1.0039693828752767,0.1194140818801242,0.49097639981490054,0.003953691155067497,0.7344304519031724
"frozenset({'PrevScore=HighPrev', 'Attendance=AvgAttend'})",frozenset({'Grade=GradeMed'}),0.25382170425306494,0.9665506281216891,0.24670803693052823,0.9719737626714371,1.005610812710646,1.0,0.0013765092538106927,1.1935020135834993,0.007477444965716263,0.25338100419710863,0.16212963787413945,0.6136098064844815
"frozenset({'PrevScore=HighPrev', 'Grade=GradeMed'})",frozenset({'Attendance=AvgAttend'}),0.4770697744816104,0.5049190252762222,0.24670803693052823,0.5171319796954315,1.024187946597037,1.0,0.005826431410526328,1.0252925289734727,0.045162252625784376,0.33552902428983117,0.024668599770013858,0.5028705462026317
"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",frozenset({'PrevScore=HighPrev'}),0.48176176782200697,0.4896322082639625,0.24670803693052823,0.512095507382972,1.0458779033320853,1.0,0.010821958694688577,1.0460403591540637,0.08464340490797541,0.3404344193817878,0.0440139434398862,0.5079797475091058
frozenset({'PrevScore=HighPrev'}),"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",0.4896322082639625,0.48176176782200697,0.24670803693052823,0.5038639876352395,1.0458779033320853,1.0,0.010821958694688577,1.044548708857752,0.08594870059457527,0.3404344193817878,0.042648763523956655,0.5079797475091058
frozenset({'Attendance=AvgAttend'}),"frozenset({'PrevScore=HighPrev', 'Grade=GradeMed'})",0.5049190252762222,0.4770697744816104,0.24670803693052823,0.4886091127098321,1.024187946597037,1.0,0.005826431410526328,1.022564612495939,0.04770271562888568,0.33552902428983117,0.02206668818346182,0.5028705462026317
frozenset({'Grade=GradeMed'}),"frozenset({'PrevScore=HighPrev', 'Attendance=AvgAttend'})",0.9665506281216891,0.25382170425306494,0.24670803693052823,0.25524585029752583,1.0056108127106458,1.0,0.0013765092538106927,1.001912235122312,0.16680454154290128,0.25338100419710863,0.0019085867983272067,0.6136098064844815
"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",frozenset({'Sleep=GoodSleep'}),0.48176176782200697,0.3762675949750265,0.18313909489934918,0.3801445177505498,1.0103036318495102,1.0,0.0018677531700455052,1.006254557522343,0.019679269328801978,0.27136129176945506,0.006215682790070991,0.433435090733682
frozenset({'Sleep=GoodSleep'}),"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",0.3762675949750265,0.48176176782200697,0.18313909489934918,0.4867256637168142,1.0103036318495102,1.0,0.0018677531700455052,1.0096710365865587,0.016350841587434595,0.27136129176945506,0.009578405425523169,0.433435090733682
"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",frozenset({'Sleep=NormalSleep'}),0.48176176782200697,0.47177236264567884,0.22824277281670954,0.47376688658498267,1.0042277252701253,1.0,0.0009608853789623284,1.0037901889574565,0.008123535846203176,0.3146911519198664,0.003775879560739366,0.4787827054034955
frozenset({'Sleep=NormalSleep'}),"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",0.47177236264567884,0.48176176782200697,0.22824277281670954,0.4837985242220083,1.0042277252701253,1.0,0.0009608853789623284,1.0039456597697363,0.007969910239942602,0.3146911519198664,0.003930154653857722,0.4787827054034955
"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",frozenset({'StudyHours=HighStudy'}),0.48176176782200697,0.4635992129559558,0.23596185863478128,0.48978950675463395,1.056493395732245,1.0,0.012617482240228933,1.0513323287036955,0.10318140672489541,0.3326221463622786,0.04882597943788561,0.4993838163874378
"frozenset({'Attendance=AvgAttend', 'StudyHours=HighStudy'})",frozenset({'Grade=GradeMed'}),0.23883759648857272,0.9665506281216891,0.23596185863478128,0.9879594423320659,1.0221497080313122,1.0,0.005113229729676788,2.7780581284315153,0.028469259309475192,0.24340359094457453,0.6400363596740242,0.6160436109248804
"frozenset({'StudyHours=HighStudy', 'Grade=GradeMed'})",frozenset({'Attendance=AvgAttend'}),0.45527470864234904,0.5049190252762222,0.23596185863478128,0.5182845744680851,1.026470678510383,1.0,0.006084996514170327,1.027745734215089,0.04734138785968056,0.32580982236154643,0.026996693216336826,0.492805356778407
frozenset({'Attendance=AvgAttend'}),"frozenset({'StudyHours=HighStudy', 'Grade=GradeMed'})",0.5049190252762222,0.45527470864234904,0.23596185863478128,0.46732613908872894,1.026470678510383,1.0,0.006084996514170327,1.0226244054910796,0.05208855240201479,0.32580982236154643,0.022123868007566556,0.492805356778407
frozenset({'Grade=GradeMed'}),"frozenset({'Attendance=AvgAttend', 'StudyHours=HighStudy'})",0.9665506281216891,0.23883759648857272,0.23596185863478128,0.24412777951769493,1.022149708031312,1.0,0.005113229729676788,1.0069987782045329,0.6478366745128994,0.24340359094457453,0.0069501370597356196,0.6160436109248804
frozenset({'StudyHours=HighStudy'}),"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",0.4635992129559558,0.48176176782200697,0.23596185863478128,0.5089781260202416,1.056493395732245,1.0,0.012617482240228933,1.0554279933034685,0.09968767963488767,0.3326221463622786,0.052517079034969716,0.4993838163874378
"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",frozenset({'Tutoring=FewTutor'}),0.48176176782200697,0.579385500227032,0.2824277281670955,0.586239396795476,1.0118295962977297,1.0,0.0033019453272827848,1.0165648819602364,0.022559688373350973,0.3626822157434402,0.0162949602834508,0.5368501059212489
frozenset({'Tutoring=FewTutor'}),"frozenset({'Attendance=AvgAttend', 'Grade=GradeMed'})",0.579385500227032,0.48176176782200697,0.2824277281670955,0.48746081504702193,1.0118295962977297,1.0,0.0033019453272827848,1.0111192400136557,0.027795744149101742,0.3626822157434402,0.010996964081680452,0.5368501059212489
"frozenset({'PassFail=Pass', 'PrevScore=HighPrev'})",frozenset({'Attendance=AvgAttend'}),0.48705917965793855,0.5049190252762222,0.2517027395186923,0.5167806090739591,1.0234920516042108,1.0,0.005777293273969586,1.024546992517122,0.04474754462768821,0.3400122674299735,0.023958876231014135,0.5076409040573633
"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",frozenset({'PrevScore=HighPrev'}),0.49644316633873165,0.4896322082639625,0.2517027395186923,0.5070121951219513,1.0354960040713237,1.0,0.008628175706705488,1.035254393010865,0.06807419966848621,0.34274525968672714,0.03405384732228115,0.5105385550571117
"frozenset({'PrevScore=HighPrev', 'Attendance=AvgAttend'})",frozenset({'PassFail=Pass'}),0.25382170425306494,0.9897078855759044,0.2517027395186923,0.9916517590936196,1.001964088137566,1.0,0.000493397289118902,1.2328481301230048,0.0026270370880847956,0.2537768960781322,0.18887018134623984,0.6229859957725323
frozenset({'PassFail=Pass'}),"frozenset({'PrevScore=HighPrev', 'Attendance=AvgAttend'})",0.9897078855759044,0.25382170425306494,0.2517027395186923,0.2543202324514452,1.001964088137566,1.0,0.000493397289118902,1.0006685540085802,0.19046018888614852,0.2537768960781322,0.0006681086829002724,0.6229859957725323
frozenset({'PrevScore=HighPrev'}),"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",0.4896322082639625,0.49644316633873165,0.2517027395186923,0.514064914992272,1.0354960040713235,1.0,0.008628175706705488,1.0362635836780474,0.06716573614977865,0.34274525968672714,0.03499455766574731,0.5105385550571117
frozenset({'Attendance=AvgAttend'}),"frozenset({'PassFail=Pass', 'PrevScore=HighPrev'})",0.5049190252762222,0.48705917965793855,0.2517027395186923,0.4985011990407674,1.0234920516042108,1.0,0.005777293273969586,1.0228156445003014,0.04636179417402487,0.3400122674299735,0.022306704651032815,0.5076409040573633
"frozenset({'Sleep=GoodSleep', 'PassFail=Pass'})",frozenset({'Attendance=AvgAttend'}),0.37293779324958376,0.5049190252762222,0.18843650673528076,0.505275974025974,1.0007069425628328,1.0,0.00013311967903562039,1.0007215088216657,0.0011265918125795556,0.27332601536772777,0.0007209906418862851,0.43923870643744745
"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",frozenset({'Sleep=GoodSleep'}),0.49644316633873165,0.3762675949750265,0.18843650673528076,0.3795731707317073,1.0087851725761827,1.0,0.0016410304952191868,1.0053279042675372,0.017294304962561468,0.27538155275381554,0.005299669746272815,0.4401888379804957
frozenset({'Sleep=GoodSleep'}),"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",0.3762675949750265,0.49644316633873165,0.18843650673528076,0.500804505229284,1.0087851725761827,1.0,0.0016410304952191868,1.0087367332588184,0.01396218214279107,0.27538155275381554,0.00866106584005992,0.4401888379804957
frozenset({'Attendance=AvgAttend'}),"frozenset({'Sleep=GoodSleep', 'PassFail=Pass'})",0.5049190252762222,0.37293779324958376,0.18843650673528076,0.3732014388489208,1.0007069425628328,1.0,0.00013311967903562039,1.0004206209383002,0.0014269244510905226,0.27332601536772777,0.00042044568545014454,0.43923870643744745
"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",frozenset({'Sleep=NormalSleep'}),0.49644316633873165,0.47177236264567884,0.23535644013924625,0.4740853658536585,1.004902795057787,1.0,0.0011482746363210838,1.0043980563639117,0.009688826777307686,0.3211482858323007,0.00437880005590879,0.4864812456473939
frozenset({'Sleep=NormalSleep'}),"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",0.47177236264567884,0.49644316633873165,0.23535644013924625,0.4988771254411293,1.004902795057787,1.0,0.0011482746363210838,1.0048570085723652,0.009236311371949192,0.3211482858323007,0.00483353405156031,0.4864812456473939
"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",frozenset({'StudyHours=HighStudy'}),0.49644316633873165,0.4635992129559558,0.23883759648857272,0.48109756097560974,1.0377445593750747,1.0,0.008686935296574078,1.0337218437801745,0.0722296317375637,0.33116474291710385,0.03262177916643725,0.4981393779412819
"frozenset({'PassFail=Pass', 'StudyHours=HighStudy'})",frozenset({'Attendance=AvgAttend'}),0.463447858332072,0.5049190252762222,0.23883759648857272,0.5153494448073155,1.0206576084658072,1.0,0.004833955593190192,1.0215215239058684,0.03772141987590291,0.3273858921161826,0.021068108175461054,0.4941855137705642
"frozenset({'Attendance=AvgAttend', 'StudyHours=HighStudy'})",frozenset({'PassFail=Pass'}),0.23883759648857272,0.9897078855759044,0.23883759648857272,1.0,1.0103991435999389,1.0,0.002458143871836377,10292114.42409561,0.013521574865778482,0.2413213029515216,1.0,0.6206606514757608
frozenset({'PassFail=Pass'}),"frozenset({'Attendance=AvgAttend', 'StudyHours=HighStudy'})",0.9897078855759044,0.23883759648857272,0.23883759648857272,0.24132130295152163,1.0103991435999389,1.0,0.002458143871836377,1.003273725055597,1.0000000000000042,0.2413213029515216,0.003263044064566197,0.6206606514757608
frozenset({'Attendance=AvgAttend'}),"frozenset({'PassFail=Pass', 'StudyHours=HighStudy'})",0.5049190252762222,0.463447858332072,0.23883759648857272,0.4730215827338129,1.0206576084658072,1.0,0.004833955593190192,1.0181672020521058,0.040881208639582944,0.3273858921161826,0.017843045732666266,0.4941855137705642
frozenset({'StudyHours=HighStudy'}),"frozenset({'PassFail=Pass', 'Attendance=AvgAttend'})",0.4635992129559558,0.49644316633873165,0.23883759648857272,0.515181194906954,1.0377445593750747,1.0,0.008686935296574078,1.0386495476923108,0.06780699345114967,0.33116474291710385,0.037211347986247444,0.4981393779412819
